it,T,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,100,20,31,14,20,29,21
1,85.0,20,31,14,20,29,21
2,72.25,20,31,14,20,29,21
3,61.4125,20,31,14,20,29,21
4,52.200625,28,14,31,20,29,21
5,44.37053125,30,14,20,31,29,21
6,37.7149515625,30,14,20,31,29,21
7,32.057708828124994,30,14,20,31,29,21
8,27.249052503906245,30,14,20,31,29,21
9,23.16169462832031,30,14,20,31,29,21
10,19.68744043407226,30,14,20,31,29,21
11,16.73432436896142,30,14,20,31,29,21
12,14.224175713617207,30,14,20,31,21,29
13,12.090549356574625,28,14,31,20,21,29
14,10.276966953088431,28,14,31,20,29,21
15,8.735421910125167,28,14,31,20,29,21
16,7.425108623606391,28,14,31,20,29,21
17,6.3113423300654325,30,14,31,29,20,21
18,5.364640980555618,30,14,31,29,20,21
19,4.559944833472275,30,14,31,29,20,21
20,3.8759531084514336,30,14,31,29,20,21
21,3.2945601421837183,30,14,31,29,20,21
22,2.8003761208561606,30,14,31,29,20,21
23,2.3803197027277365,30,14,31,29,20,21
24,2.023271747318576,22,31,14,29,20,21
25,1.7197809852207897,22,31,14,29,20,21
26,1.4618138374376712,24,31,29,14,20,21
27,1.2425417618220205,24,31,29,14,20,21
28,1.0561604975487173,24,31,29,14,20,21
29,0.8977364229164096,24,31,29,14,20,21
30,0.7630759594789481,24,31,29,20,14,21
31,0.6486145655571058,22,31,29,20,21,14
32,0.5513223807235399,22,31,29,20,21,14
33,0.4686240236150089,22,31,29,20,21,14
34,0.39833042007275754,22,31,29,20,21,14
35,0.3385808570618439,22,31,29,20,21,14
36,0.2877937285025673,22,31,29,20,21,14
37,0.24462466922718218,22,31,29,20,21,14
38,0.20793096884310486,22,31,29,20,21,14
39,0.17674132351663913,20,31,20,29,21,14
40,0.15023012498914326,20,31,20,29,21,14
41,0.12769560624077178,20,31,20,29,21,14
42,0.108541265304656,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,21,29,14
43,0.09226007550895761,20,31,20,29,21,14
44,0.07842106418261396,20,31,20,21,29,14
44,0.07842106418261396,20,31,20,21,29,14
44,0.07842106418261396,20,31,20,21,29,14
44,0.07842106418261396,20,31,20,21,29,14
44,0.07842106418261396,20,31,20,21,29,14
44,0.07842106418261396,20,31,20,21,29,14
44,0.07842106418261396,20,31,20,21,29,14
44,0.07842106418261396,20,31,20,29,21,14
45,0.06665790455522187,20,31,20,29,21,14
45,0.06665790455522187,20,31,20,29,21,14
45,0.06665790455522187,20,31,20,29,21,14
45,0.06665790455522187,20,31,20,29,21,14
45,0.06665790455522187,20,31,20,21,29,14
45,0.06665790455522187,20,31,20,21,29,14
45,0.06665790455522187,20,31,20,21,29,14
45,0.06665790455522187,20,31,20,21,29,14
46,0.05665921887193859,20,31,20,29,21,14
46,0.05665921887193859,20,31,20,29,21,14
46,0.05665921887193859,20,31,20,29,21,14
46,0.05665921887193859,20,31,20,29,21,14
46,0.05665921887193859,20,31,20,29,21,14
46,0.05665921887193859,20,31,20,29,21,14
46,0.05665921887193859,20,31,20,29,21,14
46,0.05665921887193859,20,31,20,29,21,14
47,0.0481603360411478,20,31,20,29,21,14
47,0.0481603360411478,20,31,20,29,21,14
47,0.0481603360411478,20,31,20,21,29,14
47,0.0481603360411478,20,31,20,21,29,14
47,0.0481603360411478,20,31,20,21,29,14
47,0.0481603360411478,20,31,20,21,29,14
47,0.0481603360411478,20,31,20,21,29,14
47,0.0481603360411478,20,31,20,21,29,14
48,0.04093628563497563,20,31,20,29,21,14
48,0.04093628563497563,20,31,20,29,21,14
48,0.04093628563497563,20,31,20,29,21,14
48,0.04093628563497563,20,31,20,29,21,14
48,0.04093628563497563,20,31,20,29,21,14
48,0.04093628563497563,20,31,20,21,29,14
48,0.04093628563497563,20,31,20,21,29,14
48,0.04093628563497563,20,31,20,21,29,14
49,0.03479584278972928,20,31,20,21,29,14
49,0.03479584278972928,20,31,20,21,29,14
49,0.03479584278972928,20,31,20,21,29,14
49,0.03479584278972928,20,31,20,21,29,14
49,0.03479584278972928,20,31,20,21,29,14
49,0.03479584278972928,20,31,20,29,21,14
49,0.03479584278972928,20,31,20,29,21,14
49,0.03479584278972928,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
50,0.02957646637126989,20,31,20,29,21,14
51,0.025139996415579405,20,31,20,29,21,14
51,0.025139996415579405,20,31,20,29,21,14
51,0.025139996415579405,20,31,20,29,21,14
51,0.025139996415579405,20,31,20,29,21,14
51,0.025139996415579405,20,31,20,29,21,14
51,0.025139996415579405,20,31,20,21,29,14
51,0.025139996415579405,20,31,20,21,29,14
51,0.025139996415579405,20,31,20,29,21,14
52,0.021368996953242493,20,31,20,29,21,14
52,0.021368996953242493,20,31,20,29,21,14
52,0.021368996953242493,20,31,20,21,29,14
52,0.021368996953242493,20,31,20,21,29,14
52,0.021368996953242493,20,31,20,21,29,14
52,0.021368996953242493,20,31,20,21,29,14
52,0.021368996953242493,20,31,20,21,29,14
52,0.021368996953242493,20,31,20,21,29,14
53,0.01816364741025612,20,31,20,21,29,14
53,0.01816364741025612,20,31,20,21,29,14
53,0.01816364741025612,20,31,20,21,29,14
53,0.01816364741025612,20,31,20,21,29,14
53,0.01816364741025612,20,31,20,29,21,14
53,0.01816364741025612,20,31,20,29,21,14
53,0.01816364741025612,20,31,20,29,21,14
53,0.01816364741025612,20,31,20,29,21,14
54,0.0154391002987177,20,31,20,29,21,14
54,0.0154391002987177,20,31,20,29,21,14
54,0.0154391002987177,20,31,20,21,29,14
54,0.0154391002987177,20,31,20,21,29,14
54,0.0154391002987177,20,31,20,21,29,14
54,0.0154391002987177,20,31,20,21,29,14
54,0.0154391002987177,20,31,20,21,29,14
54,0.0154391002987177,20,31,20,29,21,14
55,0.013123235253910044,20,31,20,29,21,14
55,0.013123235253910044,20,31,20,29,21,14
55,0.013123235253910044,20,31,20,29,21,14
55,0.013123235253910044,20,31,20,29,21,14
55,0.013123235253910044,20,31,20,29,21,14
55,0.013123235253910044,20,31,20,29,21,14
55,0.013123235253910044,20,31,20,21,29,14
55,0.013123235253910044,20,31,20,21,29,14
56,0.011154749965823538,20,31,20,21,29,14
56,0.011154749965823538,20,31,20,21,29,14
56,0.011154749965823538,20,31,20,21,29,14
56,0.011154749965823538,20,31,20,21,29,14
56,0.011154749965823538,20,31,20,21,29,14
56,0.011154749965823538,20,31,20,21,29,14
56,0.011154749965823538,20,31,20,29,21,14
56,0.011154749965823538,20,31,20,29,21,14
57,0.009481537470950006,20,31,20,29,21,14
57,0.009481537470950006,20,31,20,29,21,14
57,0.009481537470950006,20,31,20,29,21,14
57,0.009481537470950006,20,31,20,29,21,14
57,0.009481537470950006,20,31,20,29,21,14
57,0.009481537470950006,20,31,20,21,29,14
57,0.009481537470950006,20,31,20,29,21,14
57,0.009481537470950006,20,31,20,21,29,14
58,0.008059306850307505,20,31,20,21,29,14
58,0.008059306850307505,20,31,20,21,29,14
58,0.008059306850307505,20,31,20,21,29,14
58,0.008059306850307505,20,31,20,21,29,14
58,0.008059306850307505,20,31,20,21,29,14
58,0.008059306850307505,20,31,20,21,29,14
58,0.008059306850307505,20,31,20,29,21,14
58,0.008059306850307505,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
59,0.006850410822761379,20,31,20,29,21,14
60,0.005822849199347172,20,31,20,21,29,14
60,0.005822849199347172,20,31,20,21,29,14
60,0.005822849199347172,20,31,20,21,29,14
60,0.005822849199347172,20,31,20,21,29,14
60,0.005822849199347172,20,31,20,21,29,14
60,0.005822849199347172,20,31,20,21,29,14
60,0.005822849199347172,20,31,20,21,29,14
60,0.005822849199347172,20,31,20,21,29,14
61,0.004949421819445096,20,31,20,21,29,14
61,0.004949421819445096,20,31,20,29,21,14
61,0.004949421819445096,20,31,20,21,29,14
61,0.004949421819445096,20,31,20,21,29,14
61,0.004949421819445096,20,31,20,21,29,14
61,0.004949421819445096,20,31,20,21,29,14
61,0.004949421819445096,20,31,20,21,29,14
61,0.004949421819445096,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
62,0.004207008546528331,20,31,20,21,29,14
63,0.0035759572645490813,20,31,20,29,21,14
63,0.0035759572645490813,20,31,20,29,21,14
63,0.0035759572645490813,20,31,20,29,21,14
63,0.0035759572645490813,20,31,20,29,21,14
63,0.0035759572645490813,20,31,20,21,29,14
63,0.0035759572645490813,20,31,20,21,29,14
63,0.0035759572645490813,20,31,20,21,29,14
63,0.0035759572645490813,20,31,20,21,29,14
64,0.003039563674866719,20,31,20,21,29,14
64,0.003039563674866719,20,31,20,21,29,14
64,0.003039563674866719,20,31,20,21,29,14
64,0.003039563674866719,20,31,20,29,21,14
64,0.003039563674866719,20,31,20,29,21,14
64,0.003039563674866719,20,31,20,29,21,14
64,0.003039563674866719,20,31,20,29,21,14
64,0.003039563674866719,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
65,0.0025836291236367107,20,31,20,29,21,14
66,0.002196084755091204,20,31,20,29,21,14
66,0.002196084755091204,20,31,20,21,29,14
66,0.002196084755091204,20,31,20,21,29,14
66,0.002196084755091204,20,31,20,21,29,14
66,0.002196084755091204,20,31,20,21,29,14
66,0.002196084755091204,20,31,20,21,29,14
66,0.002196084755091204,20,31,20,21,29,14
66,0.002196084755091204,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
67,0.0018666720418275234,20,31,20,29,21,14
68,0.001586671235553395,20,31,20,29,21,14
68,0.001586671235553395,20,31,20,29,21,14
68,0.001586671235553395,20,31,20,29,21,14
68,0.001586671235553395,20,31,20,29,21,14
68,0.001586671235553395,20,31,20,29,21,14
68,0.001586671235553395,20,31,20,29,21,14
68,0.001586671235553395,20,31,20,21,29,14
68,0.001586671235553395,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
69,0.0013486705502203857,20,31,20,21,29,14
70,0.0011463699676873278,20,31,20,21,29,14
70,0.0011463699676873278,20,31,20,21,29,14
70,0.0011463699676873278,20,31,20,21,29,14
70,0.0011463699676873278,20,31,20,21,29,14
70,0.0011463699676873278,20,31,20,21,29,14
70,0.0011463699676873278,20,31,20,21,29,14
70,0.0011463699676873278,20,31,20,29,21,14
70,0.0011463699676873278,20,31,20,29,21,14
71,0.0009744144725342286,20,31,20,29,21,14
71,0.0009744144725342286,20,31,20,29,21,14
71,0.0009744144725342286,20,31,20,29,21,14
71,0.0009744144725342286,20,31,20,29,21,14
71,0.0009744144725342286,20,31,20,29,21,14
71,0.0009744144725342286,20,31,20,29,21,14
71,0.0009744144725342286,20,31,20,21,29,14
71,0.0009744144725342286,20,31,20,21,29,14
72,0.0008282523016540943,20,31,20,21,29,14
72,0.0008282523016540943,20,31,20,21,29,14
72,0.0008282523016540943,20,31,20,21,29,14
72,0.0008282523016540943,20,31,20,29,21,14
72,0.0008282523016540943,20,31,20,29,21,14
72,0.0008282523016540943,20,31,20,29,21,14
72,0.0008282523016540943,20,31,20,29,21,14
72,0.0008282523016540943,20,31,20,29,21,14
73,0.0007040144564059802,20,31,20,29,21,14
73,0.0007040144564059802,20,31,20,29,21,14
73,0.0007040144564059802,20,31,20,29,21,14
73,0.0007040144564059802,20,31,20,29,21,14
73,0.0007040144564059802,20,31,20,29,21,14
73,0.0007040144564059802,20,31,20,29,21,14
73,0.0007040144564059802,20,31,20,21,29,14
73,0.0007040144564059802,20,31,20,21,29,14
74,0.0005984122879450831,20,31,20,21,29,14
74,0.0005984122879450831,20,31,20,21,29,14
74,0.0005984122879450831,20,31,20,21,29,14
74,0.0005984122879450831,20,31,20,21,29,14
74,0.0005984122879450831,20,31,20,29,21,14
74,0.0005984122879450831,20,31,20,29,21,14
74,0.0005984122879450831,20,31,20,29,21,14
74,0.0005984122879450831,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
75,0.0005086504447533207,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
76,0.0004323528780403226,20,31,20,29,21,14
77,0.00036749994633427415,20,31,20,29,21,14
77,0.00036749994633427415,20,31,20,29,21,14
77,0.00036749994633427415,20,31,20,21,29,14
77,0.00036749994633427415,20,31,20,21,29,14
77,0.00036749994633427415,20,31,20,21,29,14
77,0.00036749994633427415,20,31,20,21,29,14
77,0.00036749994633427415,20,31,20,21,29,14
77,0.00036749994633427415,20,31,20,21,29,14
78,0.000312374954384133,20,31,20,21,29,14
78,0.000312374954384133,20,31,20,29,21,14
78,0.000312374954384133,20,31,20,29,21,14
78,0.000312374954384133,20,31,20,29,21,14
78,0.000312374954384133,20,31,20,29,21,14
78,0.000312374954384133,20,31,20,29,21,14
78,0.000312374954384133,20,31,20,21,29,14
78,0.000312374954384133,20,31,20,21,29,14
79,0.00026551871122651303,20,31,20,21,29,14
79,0.00026551871122651303,20,31,20,21,29,14
79,0.00026551871122651303,20,31,20,29,21,14
79,0.00026551871122651303,20,31,20,29,21,14
79,0.00026551871122651303,20,31,20,29,21,14
79,0.00026551871122651303,20,31,20,21,29,14
79,0.00026551871122651303,20,31,20,21,29,14
79,0.00026551871122651303,20,31,20,21,29,14
80,0.00022569090454253608,20,31,20,21,29,14
80,0.00022569090454253608,20,31,20,29,21,14
80,0.00022569090454253608,20,31,20,29,21,14
80,0.00022569090454253608,20,31,20,29,21,14
80,0.00022569090454253608,20,31,20,29,21,14
80,0.00022569090454253608,20,31,20,29,21,14
80,0.00022569090454253608,20,31,20,29,21,14
80,0.00022569090454253608,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,29,21,14
81,0.00019183726886115566,20,31,20,21,29,14
82,0.0001630616785319823,20,31,20,29,21,14
82,0.0001630616785319823,20,31,20,29,21,14
82,0.0001630616785319823,20,31,20,29,21,14
82,0.0001630616785319823,20,31,20,29,21,14
82,0.0001630616785319823,20,31,20,21,29,14
82,0.0001630616785319823,20,31,20,21,29,14
82,0.0001630616785319823,20,31,20,29,21,14
82,0.0001630616785319823,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
83,0.00013860242675218495,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
84,0.00011781206273935721,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
85,0.00010014025332845363,20,31,20,29,21,14
86,8.511921532918559e-05,20,31,20,29,21,14
86,8.511921532918559e-05,20,31,20,29,21,14
86,8.511921532918559e-05,20,31,20,29,21,14
86,8.511921532918559e-05,20,31,20,21,29,14
86,8.511921532918559e-05,20,31,20,21,29,14
86,8.511921532918559e-05,20,31,20,21,29,14
86,8.511921532918559e-05,20,31,20,21,29,14
86,8.511921532918559e-05,20,31,20,29,21,14
87,7.235133302980775e-05,20,31,20,29,21,14
87,7.235133302980775e-05,20,31,20,29,21,14
87,7.235133302980775e-05,20,31,20,29,21,14
87,7.235133302980775e-05,20,31,20,21,29,14
87,7.235133302980775e-05,20,31,20,21,29,14
87,7.235133302980775e-05,20,31,20,21,29,14
87,7.235133302980775e-05,20,31,20,21,29,14
87,7.235133302980775e-05,20,31,20,21,29,14
88,6.149863307533659e-05,20,31,20,21,29,14
88,6.149863307533659e-05,20,31,20,21,29,14
88,6.149863307533659e-05,20,31,20,21,29,14
88,6.149863307533659e-05,20,31,20,29,21,14
88,6.149863307533659e-05,20,31,20,29,21,14
88,6.149863307533659e-05,20,31,20,29,21,14
88,6.149863307533659e-05,20,31,20,21,29,14
88,6.149863307533659e-05,20,31,20,21,29,14
89,5.2273838114036105e-05,20,31,20,29,21,14
89,5.2273838114036105e-05,20,31,20,29,21,14
89,5.2273838114036105e-05,20,31,20,29,21,14
89,5.2273838114036105e-05,20,31,20,29,21,14
89,5.2273838114036105e-05,20,31,20,21,29,14
89,5.2273838114036105e-05,20,31,20,21,29,14
89,5.2273838114036105e-05,20,31,20,21,29,14
89,5.2273838114036105e-05,20,31,20,21,29,14
90,4.4432762396930686e-05,20,31,20,21,29,14
90,4.4432762396930686e-05,20,31,20,29,21,14
90,4.4432762396930686e-05,20,31,20,29,21,14
90,4.4432762396930686e-05,20,31,20,29,21,14
90,4.4432762396930686e-05,20,31,20,21,29,14
90,4.4432762396930686e-05,20,31,20,21,29,14
90,4.4432762396930686e-05,20,31,20,29,21,14
90,4.4432762396930686e-05,20,31,20,29,21,14
91,3.776784803739108e-05,20,31,20,29,21,14
91,3.776784803739108e-05,20,31,20,29,21,14
91,3.776784803739108e-05,20,31,20,29,21,14
91,3.776784803739108e-05,20,31,20,21,29,14
91,3.776784803739108e-05,20,31,20,21,29,14
91,3.776784803739108e-05,20,31,20,29,21,14
91,3.776784803739108e-05,20,31,20,21,29,14
91,3.776784803739108e-05,20,31,20,21,29,14
92,3.210267083178242e-05,20,31,20,21,29,14
92,3.210267083178242e-05,20,31,20,29,21,14
92,3.210267083178242e-05,20,31,20,29,21,14
92,3.210267083178242e-05,20,31,20,29,21,14
92,3.210267083178242e-05,20,31,20,29,21,14
92,3.210267083178242e-05,20,31,20,29,21,14
92,3.210267083178242e-05,20,31,20,29,21,14
92,3.210267083178242e-05,20,31,20,29,21,14
93,2.728727020701506e-05,20,31,20,29,21,14
